pin,slack
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/rd_pointer_q[0]:Q,12459
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[6]:A,14215
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[6]:B,13069
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[6]:C,16368
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[6]:D,16262
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[6]:Y,13069
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_pktsel_RNO:A,16428
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_pktsel_RNO:B,17553
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_pktsel_RNO:C,15133
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_pktsel_RNO:D,15069
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_pktsel_RNO:Y,15069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[7]:A,10946
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[7]:B,9867
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[7]:C,10671
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[7]:D,10737
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[7]:Y,9867
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_re_i_0_o2:A,14205
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_re_i_0_o2:B,15054
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_re_i_0_o2:C,15115
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_re_i_0_o2:D,14998
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_re_i_0_o2:Y,14205
SPI_FLASH_SDO_obuf/U0/U_IOENFF:A,
SPI_FLASH_SDO_obuf/U0/U_IOENFF:Y,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_1[16]:A,78227
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_1[16]:B,77954
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_1[16]:C,78056
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_1[16]:D,76183
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_1[16]:Y,76183
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_datareg_2_sqmuxa:A,16389
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_datareg_2_sqmuxa:B,15161
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_datareg_2_sqmuxa:C,13984
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_datareg_2_sqmuxa:Y,13984
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out:CLK,11816
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out:D,8830
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out:Q,11816
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_20:C,17881
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_20:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_20:IPC,17881
SD_SDO_obuf/U0/U_IOENFF:A,
SD_SDO_obuf/U0/U_IOENFF:Y,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_shiftreg_10[1]:A,14205
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_shiftreg_10[1]:B,17561
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_shiftreg_10[1]:Y,14205
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[27]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[27]:CLK,12234
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[27]:D,11862
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[27]:EN,11858
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[27]:Q,12234
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_2[0]:A,77285
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_2[0]:B,75897
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_2[0]:C,75313
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_2[0]:D,75226
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata_2[0]:Y,75226
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_32:IPENn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata[1]:A,78391
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata[1]:B,76996
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata[1]:C,75182
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata[1]:D,76317
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/int_prdata[1]:Y,75182
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPB,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_0_sqmuxa_i_o3:A,14021
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_0_sqmuxa_i_o3:B,13973
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_0_sqmuxa_i_o3:C,10961
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_0_sqmuxa_i_o3:D,13760
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_0_sqmuxa_i_o3:Y,10961
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[29]:A,17651
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[29]:B,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[29]:C,12060
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[29]:D,12006
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[29]:Y,12006
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clk_div_val_reg[3]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clk_div_val_reg[3]:CLK,13969
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clk_div_val_reg[3]:D,18660
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clk_div_val_reg[3]:EN,17355
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clk_div_val_reg[3]:Q,13969
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[1]:A,16424
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[1]:B,17561
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[1]:Y,16424
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2_3:A,9084
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2_3:B,9028
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2_3:C,9109
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2_3:D,8830
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2_3:Y,8830
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[10]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[10]:CLK,12093
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[10]:D,12185
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[10]:EN,11858
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[10]:Q,12093
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_258:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_258:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo_5:A,15370
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo_5:B,16830
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo_5:C,13484
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo_5:D,15234
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo_5:Y,13484
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_1_sqmuxa_i_i_a2:A,14943
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_1_sqmuxa_i_i_a2:B,13552
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_1_sqmuxa_i_i_a2:Y,13552
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[11]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[11]:CLK,79202
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[11]:D,80594
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[11]:EN,77165
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[11]:Q,79202
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_31:C,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_31:IPC,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[7]:A,12272
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[7]:B,11093
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[7]:C,12128
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[7]:Y,11093
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:A,16517
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:B,15197
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:C,17510
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:D,16302
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:Y,15197
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[30]:A,17651
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[30]:B,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[30]:C,12060
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[30]:D,12006
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv_0[30]:Y,12006
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_82_f0[0]:A,16432
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_82_f0[0]:B,17561
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_82_f0[0]:C,12115
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_82_f0[0]:D,16686
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_82_f0[0]:Y,12115
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl_RNO[1]:A,17558
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl_RNO[1]:B,17495
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl_RNO[1]:C,13804
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl_RNO[1]:Y,13804
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_159:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_159:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/clr_rxfifo_3_sqmuxa_1_0:A,15340
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/clr_rxfifo_3_sqmuxa_1_0:B,15575
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/clr_rxfifo_3_sqmuxa_1_0:C,15128
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/clr_rxfifo_3_sqmuxa_1_0:D,15061
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/clr_rxfifo_3_sqmuxa_1_0:Y,15061
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/state_s0_0_a2_i:A,37407
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/state_s0_0_a2_i:B,37478
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/state_s0_0_a2_i:Y,37407
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl_1_sqmuxa:A,16331
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl_1_sqmuxa:B,14754
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl_1_sqmuxa:C,17346
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl_1_sqmuxa:D,17064
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl_1_sqmuxa:Y,14754
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_155:IPB,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[1]:ALn,16561
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[1]:CLK,16141
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[1]:D,17422
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[1]:EN,18478
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[1]:Q,16141
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_rd_pointer_d_1_sqmuxa:A,15130
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_rd_pointer_d_1_sqmuxa:B,13066
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_rd_pointer_d_1_sqmuxa:C,16282
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_rd_pointer_d_1_sqmuxa:D,16067
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_rd_pointer_d_1_sqmuxa:Y,13066
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_busy:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_busy:CLK,11257
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_busy:D,15305
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_busy:EN,14070
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_busy:Q,11257
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4[5]:A,11005
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4[5]:B,11995
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4[5]:C,10997
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4[5]:Y,10997
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:A,13069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:B,15245
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:C,13976
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:Y,13069
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS_9_.gpin3:ALn,16528
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS_9_.gpin3:CLK,14500
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS_9_.gpin3:D,18668
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS_9_.gpin3:Q,14500
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC2_stxp_strobetx:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC2_stxp_strobetx:CLK,11219
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC2_stxp_strobetx:D,18668
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC2_stxp_strobetx:Q,11219
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNI9VIGC[9]:B,17383
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNI9VIGC[9]:C,14468
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNI9VIGC[9]:D,17026
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNI9VIGC[9]:FCI,14315
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNI9VIGC[9]:FCO,14315
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNI9VIGC[9]:S,14366
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:A,16345
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:B,13964
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:C,16300
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:D,16167
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:Y,13964
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[2]:A,10969
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[2]:B,9890
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[2]:C,11063
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[2]:D,10759
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[2]:Y,9890
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTO1OI[6]:ALn,16528
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTO1OI[6]:CLK,16506
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTO1OI[6]:D,17759
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTO1OI[6]:EN,13331
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTO1OI[6]:Q,16506
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/SOFT_M3_RESET_keep_RNIS1IB:A,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/SOFT_M3_RESET_keep_RNIS1IB:Y,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_datain[6]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_datain[6]:CLK,18783
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_datain[6]:D,18660
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_datain[6]:EN,15170
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxs_datain[6]:Q,18783
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitsel_13_0_0[1]:A,13973
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitsel_13_0_0[1]:B,17533
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitsel_13_0_0[1]:C,15138
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitsel_13_0_0[1]:Y,13973
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_101:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_101:IPB,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[2]:ALn,16528
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[2]:CLK,14605
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[2]:D,14300
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[2]:EN,14499
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[2]:Q,14605
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_29:IPENn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l[5]:ALn,16528
